"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-17 17:25:43,FALSE,NA,"909468421221314561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","starrhaus",564,TRUE,FALSE,NA,NA
"RT @GirlPosts: this is one of the best pepsi commercials of all time  https://t.co/H6PmeXXSuV",FALSE,0,NA,2017-09-17 17:25:05,FALSE,NA,"909468263725326336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","idkgmez",6879,TRUE,FALSE,NA,NA
"RT @Possibly_Deaf: Crystal @pepsi is back, so me and my m8s went and bought some. https://t.co/vWUMBm8wXN",FALSE,0,NA,2017-09-17 17:25:02,FALSE,NA,"909468251687702529",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MgffzZF1MvqNKkr",17,TRUE,FALSE,NA,NA
"RT @CaryLambJr: I swear my life is one long Pepsi commercial",FALSE,0,NA,2017-09-17 17:24:38,FALSE,NA,"909468148201553921",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","madjelineee",1,TRUE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-17 17:24:32,FALSE,NA,"909468122712645632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bcrrodriguez",564,TRUE,FALSE,NA,NA
"RT @patarimusic: The queen @itsmeeshashafi says Speaker Phar and we oblige: https://t.co/jcDMfkYxAk https://t.co/YJzjb29LsW",FALSE,0,NA,2017-09-17 17:24:30,FALSE,NA,"909468115184050176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","potaji",6,TRUE,FALSE,NA,NA
"RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-17 17:24:01,FALSE,NA,"909467992228065280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AZEALIASPEAX",509,TRUE,FALSE,NA,NA
"@pepsi @DIRECTVService .....you've completely and utterly dropped the ball in time of crisis.  Consider yourselves FIRED in Flagler Beach",FALSE,0,"pepsi",2017-09-17 17:23:59,FALSE,NA,"909467983726223360","18139619","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KEYSCANE",0,FALSE,FALSE,NA,NA
"If you mix Pop Rocks with Crystal Pepsi and drink it  ou will travel backpin time to 1992.",FALSE,1,NA,2017-09-17 17:23:30,FALSE,NA,"909467864612134914",NA,"<a href=""http://www.8nojx3p75dwtvzsjfcc0k6aumpla9t0253744hq1hkqbdysw2z1m8ugno6xrfgyivr9lbi.com"" rel=""nofollow"">thc6w6rujht1ivbxlfq50s2kj3ig08yh</a>","liaosunagirl7",0,FALSE,FALSE,NA,NA
"So I will not abstain the Pepsi because It promulgates my favourite one #Kashmir congrats ! I'm your heart rending fan :) — feeling excited",FALSE,0,NA,2017-09-17 17:23:30,FALSE,NA,"909467862598864896",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","wikky2363",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-17 17:23:23,FALSE,NA,"909467836308799488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nxmbobsessions",564,TRUE,FALSE,NA,NA
"RT @grav3yardgirl: thanks to the swamp fam i was able to find &amp; order HALLOWEEN PEPSI- coming directly from japan! i can't wait to sippy si…",FALSE,0,NA,2017-09-17 17:23:21,FALSE,NA,"909467824799617024",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Malligator_",49,TRUE,FALSE,NA,NA
"RT @tinaokore: Sounds like:
Raila: I love Fanta
MediaKe: Raila has declared war on Pepsi.
#NoReformsNoElections https://t.co/8CxM3yNTRa",FALSE,0,NA,2017-09-17 17:22:35,FALSE,NA,"909467633342386176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","r_wasike",14,TRUE,FALSE,NA,NA
"RT @RICHYSQUIRREL: @pepsi Ohhh Rio! Ohh Rio! Can't wait!",FALSE,0,NA,2017-09-17 17:22:26,FALSE,NA,"909467593446060032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","almosthings",144,TRUE,FALSE,NA,NA
"RT @PepsiCoJOBS: Shahd Aboul Eiz values the 'family' spirit at PepsiCo Saudi Arabia. Read Her story here  https://t.co/2msQrV7YTO https://t…",FALSE,0,NA,2017-09-17 17:22:08,FALSE,NA,"909467518712139776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bugshans",7,TRUE,FALSE,NA,NA
"""Did your father love pepsi? 
""A little bit."" https://t.co/yGbB7cWo7G",FALSE,18,NA,2017-09-17 17:21:52,FALSE,NA,"909467453742297088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PieLordLBP",3,FALSE,FALSE,NA,NA
"RT @tigers: The #Tigers hit back-to-back homers for the fifth time this season for our @Aquafina Splash of the Game.

@pepsi https://t.co/D…",FALSE,0,NA,2017-09-17 17:21:50,FALSE,NA,"909467444653289474",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sarah052794",12,TRUE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-17 17:21:47,FALSE,NA,"909467429784363009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MEMOESMEXICO02",564,TRUE,FALSE,NA,NA
"It's hot! My feet hurt. I'm smell horrible. I'm Thirsty. I'm drenched. 

But my mama liked Pepsi so this ice cold one better be soothing!",FALSE,0,"BrainsNBuns",2017-09-17 17:21:45,FALSE,"909465766872977408","909467422113124353","22532167","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrainsNBuns",0,FALSE,FALSE,NA,NA
"RT @yoteens: this is one of the best pepsi commercials of all time  https://t.co/SlHuNYSZZ8",FALSE,0,NA,2017-09-17 17:21:30,FALSE,NA,"909467359894753280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CameronAnthon13",33,TRUE,FALSE,NA,NA
"RT @thepunningman: Remember when your mate's mum asked if you wanted a glass of coke and then got a warm bottle of pepsi max out of the cup…",FALSE,0,NA,2017-09-17 17:21:12,FALSE,NA,"909467287027159040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jonnaino",4,TRUE,FALSE,NA,NA
"RT @GSP: #TBT to the amazingly talented team who helped @GSP win @Pepsi. It takes a village. https://t.co/g2K4Vpe49B",FALSE,0,NA,2017-09-17 17:20:08,FALSE,NA,"909467015601037312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","samuelluchini",1,TRUE,FALSE,NA,NA
"RT @FelicindaCluney: 8 Los yankees Ted Turner (fundador de CNN), Douglas Tompkins (The North Face), Herman Warden Lay (papas fritas Lay’s y…",FALSE,0,NA,2017-09-17 17:19:54,FALSE,NA,"909466959493902337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carilobaOK",142,TRUE,FALSE,NA,NA
"RT @MSI: PEPSI IS OBJECTIVELY BETTER THAN COKE. THERE IS NO DENYING THIS. IT IS JUST BETTER.",FALSE,0,NA,2017-09-17 17:19:51,FALSE,NA,"909466945262702592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LZ0VXRLOkDbpmCC",98,TRUE,FALSE,NA,NA
"@GWBLibrary from anyone We just wanna have some fun We got the Queen of Soul Created to Rock'n Roll, yeah! American… https://t.co/ChC8bLwqRw",FALSE,0,"GWBLibrary",2017-09-17 17:19:28,TRUE,"909446925119827968","909466848789270528","889115678","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","domchanec",0,FALSE,FALSE,NA,NA
"RT @popqueenbritney: Britney Spears #Superbowl 2018 #SuperbowlLII   #superbowlrally @NFL @pepsi @britneyspears @TheBritneyArmy https://t.co…",FALSE,0,NA,2017-09-17 17:19:27,FALSE,NA,"909466842942574594",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gloryfatale",34,TRUE,FALSE,NA,NA
"@GWBLibrary can make it a good time Americanos - Blue Jeans and Chinos Coke Pepsi and Oreos - Americanos Movies and… https://t.co/FKQCFpjaYN",FALSE,0,"GWBLibrary",2017-09-17 17:18:58,TRUE,"909446925119827968","909466724902215680","889115678","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","domchanec",0,FALSE,FALSE,NA,NA
"RT @K_Rosa17: @dvillella @rubenvega1941 @4everNeverTrump @AP *45 is busy this morning retweeting s bot that posts that her vajayjay tastes…",FALSE,0,NA,2017-09-17 17:18:56,FALSE,NA,"909466715918086144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DewDropInn222",1,TRUE,FALSE,NA,NA
"RT @SooFunnyPost: this is one of the best pepsi commercials of all time  https://t.co/HzDTFpMU0V",FALSE,0,NA,2017-09-17 17:18:43,FALSE,NA,"909466661895340032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bugpak",177,TRUE,FALSE,NA,NA
"RT @comedyandtruth: this is one of the best pepsi commercials of all time  https://t.co/e6NRQ5dXGo",FALSE,0,NA,2017-09-17 17:18:37,FALSE,NA,"909466634540032000",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","reyandanielle",310,TRUE,FALSE,NA,NA
"RT @havok_Ali: Entity Paradigm my one of the favourite band will going to perform on Pepsi Battle of the Bands Finale!",FALSE,0,NA,2017-09-17 17:18:09,FALSE,NA,"909466518227787777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AfghanJalebix_",4,TRUE,FALSE,NA,NA
"hi my pussy tastes like pepsi cola",FALSE,0,NA,2017-09-17 17:17:44,FALSE,NA,"909466412711677952",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","MiniMallows",0,FALSE,FALSE,NA,NA
"#AliAzmat with his usual power packed vocals performing #PataalSey | Pepsi Battle of the Bands #GrandFinale https://t.co/903qktrvFZ",FALSE,0,NA,2017-09-17 17:17:26,FALSE,NA,"909466338262908928",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","pmrevolution",1,FALSE,FALSE,NA,NA
"RT @Sundas_shahid: Pepsi battle of the bands thankyou for bringing EP back together once again for a smashing performance. Loved it #PepsiB…",FALSE,0,NA,2017-09-17 17:17:24,FALSE,NA,"909466327114407936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fawad_Maniac",16,TRUE,FALSE,NA,NA
"RT @popqueenbritney: Britney Spears #Superbowl 2018 #SuperbowlLII   #superbowlrally @NFL @pepsi @britneyspears @TheBritneyArmy https://t.co…",FALSE,0,NA,2017-09-17 17:17:13,FALSE,NA,"909466284437450752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ltsblackout",34,TRUE,FALSE,NA,NA
"RT @VirginiaInCal: Pepsi spent $12m 2 block GMO labeling! Boycott all #Pepsi products 4 blocking GMO labeling laws
#PepsiFootball @rosevine…",FALSE,0,NA,2017-09-17 17:16:50,FALSE,NA,"909466184155885568",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","waynepruski",79,TRUE,FALSE,NA,NA
"@dev__our @seahagintrainin @AlbertMontano3 @NatashaBertrand Del Fenty has fizzy yeast and #LEAKS #FAKENEWS about Pepsi Cola. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0090><ed><U+00A0><U+00BD><ed><U+00B9><U+0084><ed><U+00A0><U+00BD><ed><U+00B8><U+0092>",FALSE,1,"dev__our",2017-09-17 17:16:40,FALSE,"909465258397376512","909466144637034496","46936000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SansMerci86",0,FALSE,FALSE,NA,NA
"""Let's replace that Pepsi bottle with my thick long cock."" https://t.co/zCOoGXZ6HS",FALSE,1,NA,2017-09-17 17:16:37,FALSE,NA,"909466129550200837",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CharlieAunty",0,FALSE,FALSE,NA,NA
"RT @safeeransari: And eP, my childhood came to life. Thank you Xulfi, Fawad, Ahmed, Pepsi :'|

#PepsiBattleOfTheBands",FALSE,0,NA,2017-09-17 17:16:30,FALSE,NA,"909466103457374208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AfghanJalebix_",8,TRUE,FALSE,NA,NA
"I don't even see one Pepsi can in your little collection, so I know this is fake. https://t.co/zec5Oczupz",FALSE,6,NA,2017-09-17 17:16:08,FALSE,NA,"909466010956247040",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AndrayDomise",0,FALSE,FALSE,NA,NA
"@mysticashi It kills the taste. You drink to enjoy the taste. Waste if one adds coke or pepsi",FALSE,0,"mysticashi",2017-09-17 17:16:05,FALSE,"909465780521070592","909465997215748102","279606400","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_FotoVogue",0,FALSE,FALSE,NA,NA
"@BBassem7 @SyriaWar2 @leithfadel @QalaatAlMudiq @MIG29_ @watanisy @sayed_ridha @Syria_Hezb_Iran @A7_Mirza… https://t.co/S6JZNhYGyz",FALSE,0,"Zoha4ever1",2017-09-17 17:15:49,TRUE,"909464249361104896","909465932027674624","197203512","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Zoha4ever1",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-17 17:15:24,FALSE,NA,"909465827501514753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sonie_resist",564,TRUE,FALSE,NA,NA
"Thank you @patarimusic and @PepsiBoTBands for this amazing journey.
https://t.co/RFHs8EQN7e",FALSE,8,NA,2017-09-17 17:15:04,FALSE,NA,"909465740394233856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaudinAudi",3,FALSE,FALSE,NA,NA
"@shmyla How many music shows do you have though? And are all sponsored by beverage companies? Coke, Nestle, now Pepsi.",FALSE,0,"shmyla",2017-09-17 17:14:57,FALSE,"909465533418016769","909465712967655424","175509003","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FarziVakeel",0,FALSE,FALSE,NA,NA
"RT @TranslateRealDT: Just our President thanking a twitter user who posted this two days ago:

""my pussy taste like pepsi cola
my eyes are…",FALSE,0,NA,2017-09-17 17:14:46,FALSE,NA,"909465666843004931",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Redheadark",215,TRUE,FALSE,NA,NA
"@jeremynewberger @realDonaldTrump Has Trump pivoted from Coke to Pepsi? #pepsichallenge",FALSE,0,"jeremynewberger",2017-09-17 17:14:28,FALSE,"909386233696194560","909465589160267776","17813513","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timelyrepairs",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-17 17:14:25,FALSE,NA,"909465579131727872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Deylafame",564,TRUE,FALSE,NA,NA
"RT @PatriotOrg: @mjgranger1 @NoreenR1 @pepsi @NFL @AB84 NFL HAS OFFICIAL POLICY supporting ""Anti-Americanism"". Quit watching, quit supporti…",FALSE,0,NA,2017-09-17 17:14:08,FALSE,NA,"909465508113764352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoreenR1",1,TRUE,FALSE,NA,NA
"RT @bolnabey: In other fucking news, EP is reuniting today for Pepsi Battle of the Bands get hypeeeeee",FALSE,0,NA,2017-09-17 17:14:05,FALSE,NA,"909465493035040768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Rifaf_",5,TRUE,FALSE,NA,NA
"RT @ikonphile: The delivery man always get surprised when handing their pepsi when they deliver chicken bcs it has their faces. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> it must'v…",FALSE,0,NA,2017-09-17 17:13:33,FALSE,NA,"909465361090715648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","trotterik",204,TRUE,FALSE,NA,NA
"@mjgranger1 @NoreenR1 @pepsi @NFL @AB84 NFL HAS OFFICIAL POLICY supporting ""Anti-Americanism"". Quit watching, quit… https://t.co/iquNX56ayZ",FALSE,1,"mjgranger1",2017-09-17 17:13:07,TRUE,"906793977692782592","909465250654674945","174618314","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PatriotOrg",1,FALSE,FALSE,NA,NA
"pepsi BEEN for the culture https://t.co/eO94XwZTg0",FALSE,0,NA,2017-09-17 17:13:06,FALSE,NA,"909465246032584704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adorablegangty",0,FALSE,FALSE,NA,NA
"RT @aurAdil: WHAT A NEWS! Entity Paradigm re-unites after 14 long years with the original line up at the Pepsi Battle Of The Bands stage! #…",FALSE,0,NA,2017-09-17 17:13:00,FALSE,NA,"909465219960885248",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shadowofmystar",37,TRUE,FALSE,NA,NA
"RT @pepsi: Their <ed><U+00A0><U+00BC><ed><U+00BF><U+0088>game is strong but how's their selfie game? #PepsiFootball players <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA> for the<ed><U+00A0><U+00BD><ed><U+00B3><U+00B7> in Ep 1 of #TheFunDoesntEndZone https://t.c…",FALSE,0,NA,2017-09-17 17:12:45,FALSE,NA,"909465157381902337",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LeslieLdelgado",73,TRUE,FALSE,NA,NA
"blessed callie calamari doll that gives you pepsi and is kind to you https://t.co/LX0edwslhJ",FALSE,219,NA,2017-09-17 17:12:40,FALSE,NA,"909465137614073858",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","smolbeaniweeni",126,FALSE,FALSE,NA,NA
"RT @safeeransari: And eP, my childhood came to life. Thank you Xulfi, Fawad, Ahmed, Pepsi :'|

#PepsiBattleOfTheBands",FALSE,0,NA,2017-09-17 17:12:33,FALSE,NA,"909465108660731904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Rifaf_",8,TRUE,FALSE,NA,NA
"PROUD to be an ambassador for Pepsi <ed><U+00A0><U+00BD><ed><U+00B4><U+00A5> I know you guys been enjoying the Pepsi Ginger <ed><U+00A0><U+00BE><ed><U+00B4><U+00A4> I just… https://t.co/AEMghnc3um",FALSE,2,NA,2017-09-17 17:12:20,FALSE,NA,"909465055648940033",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","shenseea20",1,FALSE,FALSE,NA,NA
"I had 3 guiness and 3 quarter of a flask of white run chased with Pepsi last night n it felt like ntn",FALSE,1,NA,2017-09-17 17:12:17,FALSE,NA,"909465040306270209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Nah_nuh_name",0,FALSE,FALSE,NA,NA
"RT @_shay12: Pop is a fizzy cold drink, it's pop. Pepsi is pop. https://t.co/f54oqmY1nv",FALSE,0,NA,2017-09-17 17:11:59,FALSE,NA,"909464967249846272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","badgaIbry",2,TRUE,FALSE,NA,NA
"RT @YungChoji23: Black Chyna: I cheated on Rob. 

Black Feminists: YAAASSSS

Kevin Hart: I cheated on my wife

Black Feminist: https://t.co…",FALSE,0,NA,2017-09-17 17:11:40,FALSE,NA,"909464887314800640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pepsi_no_coke",14515,TRUE,FALSE,NA,NA
"RT @grav3yardgirl: thanks to the swamp fam i was able to find &amp; order HALLOWEEN PEPSI- coming directly from japan! i can't wait to sippy si…",FALSE,0,NA,2017-09-17 17:11:31,FALSE,NA,"909464847439613952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miss_cara_quinn",49,TRUE,FALSE,NA,NA
"RT @comedyandtruth: this is one of the best pepsi commercials of all time  https://t.co/e6NRQ5dXGo",FALSE,0,NA,2017-09-17 17:11:17,FALSE,NA,"909464791219150848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrBrownxD",310,TRUE,FALSE,NA,NA
"RT @havok_Ali: Entity Paradigm my one of the favourite band will going to perform on Pepsi Battle of the Bands Finale!",FALSE,0,NA,2017-09-17 17:10:54,FALSE,NA,"909464693579886593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Fawadfan213",4,TRUE,FALSE,NA,NA
"RT @_shay12: Pop is a fizzy cold drink, it's pop. Pepsi is pop. https://t.co/f54oqmY1nv",FALSE,0,NA,2017-09-17 17:10:38,FALSE,NA,"909464625254748161",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KerriSimonee",2,TRUE,FALSE,NA,NA
"RT @Sundas_shahid: Pepsi battle of the bands thankyou for bringing EP back together once again for a smashing performance. Loved it #PepsiB…",FALSE,0,NA,2017-09-17 17:10:32,FALSE,NA,"909464602076839936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Rifaf_",16,TRUE,FALSE,NA,NA
"@Topaz_Kitty This is why I prefer Coke/Pepsi.",FALSE,0,"Topaz_Kitty",2017-09-17 17:10:16,FALSE,"909463119843307520","909464533357473799","881032324720214017","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AidingAssistant",0,FALSE,FALSE,NA,NA
"RT @pepsi: Trying to get everything done before football starts like... https://t.co/mZS5fmExsf",FALSE,0,NA,2017-09-17 17:10:09,FALSE,NA,"909464504509059072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michelaaw",17,TRUE,FALSE,NA,NA
"RT @TypicalGlRL: this is one of the best pepsi commercials of all time  https://t.co/9gCdfgQ8Gs",FALSE,0,NA,2017-09-17 17:10:06,FALSE,NA,"909464491276029954",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","andreacrcx",85,TRUE,FALSE,NA,NA
"RT @DanielPryorr: Water? Why drink water when you can enjoy a refreshing can of Pepsi®!

https://t.co/DcYqk4h2Ez",FALSE,0,NA,2017-09-17 17:10:05,FALSE,NA,"909464486163214336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OliverNorgrove",1,TRUE,FALSE,NA,NA
"RT @VideoDubs: Hey pepsi that shit is not working https://t.co/cdDUdimXFV",FALSE,0,NA,2017-09-17 17:10:01,FALSE,NA,"909464468848967680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ufukinfuks",23,TRUE,FALSE,NA,NA
"RT @dallascowboys: Keep your eyes on @CarrollCity during #DALvsDEN he's the @Pepsi player to watch this week! https://t.co/XUrxP1L6My",FALSE,0,NA,2017-09-17 17:09:59,FALSE,NA,"909464463979323397",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lakki2",168,TRUE,FALSE,NA,NA
"Kashmir Band | Parwana Hun | Grand Finale | Pepsi Battle Of The Bands: https://t.co/QmDVbis13z via @YouTube",FALSE,0,NA,2017-09-17 17:09:54,FALSE,NA,"909464442764701696",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","iconpk",0,FALSE,FALSE,NA,NA
"RT @mjgranger1: @pepsi @NFL @AB84 If an @NFL player wears the wrong SOCKS they get fined; SIT during the National Anthem? NOTHING. #Priorit…",FALSE,0,NA,2017-09-17 17:09:53,FALSE,NA,"909464436200570881",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NoreenR1",42,TRUE,FALSE,NA,NA
"RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-17 17:09:43,FALSE,NA,"909464393301274624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheBlvckSupreme",509,TRUE,FALSE,NA,NA
"RT @RealSheetal: Pepsi_Ad: ""Pepsi Tha, Pee Gaya""
#Dhoni: ""stumping tha kar liya"" 

Yes, It's That Easy For CHAMPION 
#INDvAUS",FALSE,0,NA,2017-09-17 17:09:37,FALSE,NA,"909464368617627649",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gryphon_king",12,TRUE,FALSE,NA,NA
"RT @GirlPosts: this is one of the best pepsi commercials of all time  https://t.co/H6PmeXXSuV",FALSE,0,NA,2017-09-17 17:09:14,FALSE,NA,"909464275638505472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HANDSTOMYBEER",6879,TRUE,FALSE,NA,NA
"RT @popqueenbritney: Britney Spears #Superbowl 2018 #SuperbowlLII   #superbowlrally @NFL @pepsi @britneyspears @TheBritneyArmy https://t.co…",FALSE,0,NA,2017-09-17 17:09:00,FALSE,NA,"909464215508979712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BritneyQueenOk",34,TRUE,FALSE,NA,NA
"RT @LeGendary_Gabs: So @pepsi apologizes to @KendallJenner? Your soda always tasted like shit.",FALSE,0,NA,2017-09-17 17:09:00,FALSE,NA,"909464214028165123",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","qltcvEwZOO7TtoZ",8,TRUE,FALSE,NA,NA
"RT @TypicalGlRL: this is one of the best pepsi commercials of all time  https://t.co/9gCdfgQ8Gs",FALSE,0,NA,2017-09-17 17:08:51,FALSE,NA,"909464177009405952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thisgoldcurls",85,TRUE,FALSE,NA,NA
